type,actor_name,message_type_or_count,value
LATENCY,dataShard-3,ComputeLossWithReply,1409
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Backward,868
LOAD,latent-dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,458
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,2015
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,1
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1332
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1249
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,866
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1203
LOAD,ParameterShardActor,COUNT,1
LATENCY,latent-dataShard-3,Backward,1058
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-0,ParameterReceived,16
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,Decode,1970
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,626
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1118
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,0
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1315
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1625
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,6
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1632
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,Decode,1467
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,573
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,931
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,Decode,841
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1173
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1347
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,617
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-4,Decode,621
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2244
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,7
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Backward,856
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1419
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1367
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1069
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1119
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,0
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1250
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Backward,838
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,549
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1519
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1229
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1053
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,0
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Backward,705
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,815
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1713
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,5
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-4,Backward,855
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,Backward,813
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,865
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1189
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1033
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,488
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1681
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,10
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,Decode,578
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1585
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,861
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1046
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,482
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1573
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,7
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-3,Backward,984
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,Decode,609
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1735
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1601
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,2154
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1809
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,874
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2686
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,6
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Backward,1760
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,Decode,1227
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1265
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,Backward,969
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,0
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,2354
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,528
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2106
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,1
LOAD,dataShard-3,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1259
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,Decode,776
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1147
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Backward,1530
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,498
LATENCY,decoder-dataShard-0,LossResponse,1585
LOAD,latent-dataShard-3,COUNT,1
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1263
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2251
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,2
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Backward,703
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,747
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1268
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,Backward,898
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1055
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1378
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1057
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,376
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-4,Backward,775
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,Decode,544
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1813
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,7
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1430
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,801
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1134
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1127
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,428
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Backward,762
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1724
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,5
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,639
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1131
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1190
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,0
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Backward,685
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1040
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1167
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,503
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1946
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,6
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1160
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,Decode,764
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1253
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,776
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,383
LOAD,latent-dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Backward,616
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1146
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,Decode,601
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1846
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,68
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1011
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,0
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,888
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1293
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1183
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,354
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1818
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,3
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Backward,1157
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,863
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1621
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1575
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1487
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,917
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1671
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,452
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,2564
LOAD,ParameterShardActor,COUNT,1
LATENCY,decoder-dataShard-1,Decode,528
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,dataShard-2,ParameterReceived,5
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1024
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,796
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1390
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1227
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,462
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Backward,716
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1856
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,9
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,629
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1346
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1046
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,892
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1133
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,423
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Backward,814
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,Decode,531
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1951
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,5
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1037
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,0
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1578
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,914
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1113
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,358
LOAD,latent-dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Backward,633
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1829
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,5
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,Decode,554
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1193
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1070
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,967
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Backward,601
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,375
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1582
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1926
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,1
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,Decode,590
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1122
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,786
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1348
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1187
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,445
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-4,Backward,790
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,Decode,525
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1897
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,7
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1398
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1138
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,932
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1205
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,569
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Backward,833
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1771
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,6
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,585
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1542
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1105
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1054
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,373
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Backward,734
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1308
LOAD,dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2030
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,7
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,Decode,643
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1345
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1298
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1413
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Backward,907
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2287
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,10
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,2421
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,509
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1638
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1312
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,Decode,479
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1265
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Backward,672
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1884
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,1
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,536
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1329
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1102
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,764
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1697
LOAD,ParameterShardActor,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1135
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,dataShard-2,ParameterReceived,7
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1795
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1079
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,479
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,898
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Backward,930
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,Decode,723
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,481
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1407
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,Decode,590
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1421
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Backward,829
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2438
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,1
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1323
LOAD,dataShard-1,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1140
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1113
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1213
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1286
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,419
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2014
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,10
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Backward,782
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1513
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,Decode,945
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,946
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Backward,841
